_id,authors,name,link,sale_coast,old_coast,rating
5ecebab6f2c954e59741e423,"[""Клеппман  М""]","Высоконагруженные приложения. Программирование, масштабирование, поддержка",https://book24.ru/product/vysokonagruzhennye-prilozheniya-programmirovanie-masshtabirovanie-podderzhka-5442613/,2446,null,null
5ecebab6f2c954e59741e424,"[""Бек К""]", разработка через тестирование,https://book24.ru/product/ekstremalnoe-programmirovanie-razrabotka-cherez-testirovanie-5442113/,994,null,null
5ecebab7f2c954e59741e426,"[""Иванов О А""]",Дискретная математика. Учебник для вузов и программирование в Wolfram Mathematica,https://book24.ru/product/diskretnaya-matematika-uchebnik-dlya-vuzov-i-programmirovanie-v-wolfram-mathematica-5441711/,922,null,null
5ecebab7f2c954e59741e428,"[""Рихтер Д""]",CLR via C#. Программирование на платформе Microsoft .NET Framework 4.5 на языке C#. 4-е изд.,https://book24.ru/product/clr-via-c-programmirovanie-na-platforme-microsoft-net-framework-4-5-na-yazyke-c-4-e-izd-5442059/,1843,null,null
5ecebab7f2c954e59741e42d,[],"Современный язык Java. Лямбда-выражения, потоки и функциональное программирование",https://book24.ru/product/sovremennyy-yazyk-java-lyambda-vyrazheniya-potoki-i-funktsionalnoe-programmirovanie-5442852/,2085,null,null
5ecebab7f2c954e59741e42e,"[""Спиро Р.""]",Малыш любит науку. Программирование/Спиро Р.,https://book24.ru/product/malysh-lyubit-nauku-programmirovanie-spiro-r-5432483/,531,null,null
5ecebab7f2c954e59741e431,"[""Доусон М""]",Изучаем C++ через программирование игр,https://book24.ru/product/izuchaem-c-cherez-programmirovanie-igr-658366/,837,null,null
5ecebab8f2c954e59741e432,"[""Мэтлофф Н.""]",Искусство программирования на R. Погружение в большие данные,https://book24.ru/product/iskusstvo-programmirovaniya-na-r-pogruzhenie-v-bolshie-dannye-5442229/,1360,null,null
5ecebab8f2c954e59741e433,"[""Гриффитс Дуэйн"",""Гриффитс Доун""]",Изучаем программирование на C,https://book24.ru/product/izuchaem-programmirovanie-na-c-144202/,1504,null,4.6
5ecebab8f2c954e59741e434,"[""Любанович Б""]",Простой Python. Современный стиль программирования,https://book24.ru/product/prostoy-python-sovremennyy-stil-programmirovaniya-5442074/,1384,null,null
5ecebab8f2c954e59741e436,"[""Васильев Алексей Николаевич""]",Программирование на C# для начинающих. Особенности языка,https://book24.ru/product/programmirovanie-na-c-dlya-nachinayushchikh-osobennosti-yazyka-2210270/,779,865,5
5ecebab8f2c954e59741e437,"[""Васильев Алексей Николаевич""]",Программирование на Java для начинающих,https://book24.ru/product/programmirovanie-na-java-dlya-nachinayushchikh-730396/,809,null,4.5
5ecebab9f2c954e59741e43a,"[""МакГрат Майк""]",Программирование на Visual Basic для начинающих,https://book24.ru/product/programmirovanie-na-visual-basic-dlya-nachinayushchikh-712747/,494,null,5
5ecebab9f2c954e59741e43b,"[""Васильев Алексей Николаевич""]",Программирование на C# для начинающих. Основные сведения,https://book24.ru/product/programmirovanie-na-c-dlya-nachinayushchikh-osnovnye-svedeniya-1855474/,903,null,5
5ecebab9f2c954e59741e43d,"[""Васильев Алексей Николаевич""]",Программирование на C++ в примерах и задачах,https://book24.ru/product/programmirovanie-na-c-v-primerakh-i-zadachakh-707698/,583,null,5
5ecebab9f2c954e59741e440,"[""МакГрат Майк""]",Программирование на Python для начинающих,https://book24.ru/product/programmirovanie-na-python-dlya-nachinayushchikh-172870/,491,545,4.3
5ecebab9f2c954e59741e441,"[""Уитни Д.""]",Программирование для детей. Пять самых крутых игр на HTML и JavaScript,https://book24.ru/product/programmirovanie-dlya-detey-pyat-samykh-krutykh-igr-na-html-i-javascript-5457952/,837,null,null
5ecebab9f2c954e59741e443,"[""Крамер Джен""]","Joomla! Как спланировать, создать и поддерживать ваш веб-сайт",https://book24.ru/product/joomla-kak-splanirovat-sozdat-i-podderzhivat-vash-veb-sayt-159511/,471,null,5
5ecebabaf2c954e59741e447,"[""Бурков А.""]",Машинное обучение без лишних слов,https://book24.ru/product/mashinnoe-obuchenie-bez-lishnikh-slov-5616640/,1149,null,null
5ecebabaf2c954e59741e448,[],Теоретический минимум по Big Data. Всё что нужно знать о больших данных,https://book24.ru/product/teoreticheskiy-minimum-po-big-data-vsye-chto-nuzhno-znat-o-bolshikh-dannykh-5442453/,702,null,null
5ecebabaf2c954e59741e44a,"[""Мартин Р.""]",Чистая архитектура. Искусство разработки программного обеспечения,https://book24.ru/product/chistaya-arkhitektura-iskusstvo-razrabotki-programmnogo-obespecheniya-5441894/,920,null,null
5ecebabaf2c954e59741e44d,"[""Бенгфорт Б""]",Прикладной анализ текстовых данных на Python. Машинное обучение и создание приложений обработки естественного языка,https://book24.ru/product/prikladnoy-analiz-tekstovykh-dannykh-na-python-mashinnoe-obuchenie-i-sozdanie-prilozheniy-obrabotki--5442479/,1177,null,null
5ecebabaf2c954e59741e44e,"[""О Нил К""]",Data Science. Инсайдерская информация для новичков. Включая язык R,https://book24.ru/product/data-science-insayderskaya-informatsiya-dlya-novichkov-vklyuchaya-yazyk-r-5442447/,1384,null,null
5ecebabbf2c954e59741e451,"[""Шолле Ф""]",Глубокое обучение на Python,https://book24.ru/product/glubokoe-obuchenie-na-python-5442291/,1106,null,null
5ecebabbf2c954e59741e453,"[""Данжу Д""]","Путь Python. Черный пояс по разработке, масштабированию, тестированию и развертыванию",https://book24.ru/product/put-python-chernyy-poyas-po-razrabotke-masshtabirovaniyu-testirovaniyu-i-razvertyvaniyu-5442123/,1177,null,null
5ecebabbf2c954e59741e454,"[""Силен Д""]",Основы Data Science и Big Data. Python и наука о данных,https://book24.ru/product/osnovy-data-science-i-big-data-python-i-nauka-o-dannykh-5442019/,1378,null,null
5ecebabbf2c954e59741e455,"[""Сенько  А В""]",Работа с BigData в облаках. Обработка и хранение данных с примерами из Microsoft Azure,https://book24.ru/product/rabota-s-bigdata-v-oblakakh-obrabotka-i-khranenie-dannykh-s-primerami-iz-microsoft-azure-5441992/,1115,null,null
5ecebabbf2c954e59741e45a,"[""Эндрю Стеллман и Дженнифер Грин""]","Постигая Agile. Ценности, принципы, методологии",https://book24.ru/product/postigaya-agile-tsennosti-printsipy-metodologii-1603408/,1563,null,5
5ecebabcf2c954e59741e45d,"[""Макфарланд Дэвид""]",JavaScript и jQuery. Исчерпывающее руководство. 3-е издание,https://book24.ru/product/javascript-i-jquery-ischerpyvayushchee-rukovodstvo-3-e-izdanie-199986/,1279,null,4.7
5ecebabcf2c954e59741e45f,"[""Брайсон Пэйн""]",Python для детей и родителей,https://book24.ru/product/python-dlya-detey-i-roditeley-713764/,865,null,5
5ecebabcf2c954e59741e460,"[""Ланц Б.""]", экспертные техники для прогностического анализа,https://book24.ru/product/mashinnoe-obuchenie-na-r-ekspertnye-tekhniki-dlya-prognosticheskogo-analiza-5616662/,2404,null,null
5ecebabcf2c954e59741e462,"[""Макгаврен Д.""]",Head First. Изучаем Go,https://book24.ru/product/head-first-izuchaem-go-5616642/,2551,null,null
5ecebabcf2c954e59741e464,"[""Дакетт Джон""]",Javascript и jQuery. Интерактивная веб-разработка,https://book24.ru/product/javascript-i-jquery-interaktivnaya-veb-razrabotka-712215/,1749,null,4.7
