,Vacancy,Link,Company,City,Salary_min,Salary_max,Currency
809,DevOps Engineer,https://hh.ru/vacancy/36955180?query=python, Лаборатория Касперского ,"Москва, Водный стадион",,,
810,Разработчик Tableau,https://hh.ru/vacancy/36945019?query=python, Аналитический центр ,Москва,,,
811,DevOps-инженер,https://hh.ru/vacancy/36965859?query=python, ADV/web-engineering ,"Москва, Дмитровская",,,
812,Java-разработчик персональных рекомендаций в Музыку,https://hh.ru/vacancy/32165422?query=python, Яндекс ,Москва,,,
813,Senior Python Developer,https://hh.ru/vacancy/32876723?query=python, Admitad ,"Москва, Дмитровская",,,
814,Аналитик Направления моделирования и оперативного анализа,https://hh.ru/vacancy/36955020?query=python," Ренессанс Кредит, Москва ",Москва,,,
815,Инженер 4 категории,https://hh.ru/vacancy/36646364?query=python, NETBYNET ,Москва,,,
816,Количественный аналитик (Quant Risk Pricing Models),https://hh.ru/vacancy/35857812?query=python, Банк ВТБ (ПАО) ,Москва,,,
817,Системный инженер (внедрение мониторинга),https://hh.ru/vacancy/35989003?query=python, Ростелеком - Центры обработки данных ,Москва,,,
818,Дежурный специалист по эксплуатации вычислительного комплекса,https://hh.ru/vacancy/35949721?query=python,ООО ЦРПТ ,Москва,,,
819,Data Scientist,https://hh.ru/vacancy/36545229?query=python,ООО Газпром-медиа Развлекательное телевидение (ГПМ РТВ) ,"Москва, Маяковская",,,
820,"Главный специалист по информационной безопасности (отчетности, коммуникациям и норм. требованиям)",https://hh.ru/vacancy/36965901?query=python, СОГАЗ: г. Москва ,Москва,,,
821,Senior Machine Learning developer,https://hh.ru/vacancy/36486713?query=python, Joom ,"Москва, Аэропорт и еще 1 ",270000,,руб.
822,Инженер по эксплуатации PS Core,https://hh.ru/vacancy/36693069?query=python,ПАО МГТС ,Москва,100000,,руб.
823,Руководитель группы анализа данных,https://hh.ru/vacancy/36424779?query=python, ivi ,"Москва, Дмитровская",,,
824,Математик / Data Analyst (г.Казань),https://hh.ru/vacancy/36923434?query=python,ООО Maxima ,Москва,,,
825,Data analyst (Marketing),https://hh.ru/vacancy/36936348?query=python, Skyeng ,Москва,,160000,руб.
826,Ведущий аналитик данных/BI,https://hh.ru/vacancy/36236201?query=python,АО Газпромбанк ,Москва,,,
827,Data Scientist (Центр валидации моделей сервисных блоков и экосистемы),https://hh.ru/vacancy/36918846?query=python, Сбербанк для экспертов ,Москва,,,
828,Инженер программист JAVA,https://hh.ru/vacancy/35768074?query=python, РБК ,Москва,,,
829,Java-разработчик Кинопоиска,https://hh.ru/vacancy/30887919?query=python, Яндекс ,Москва,,,
830,Java Developer,https://hh.ru/vacancy/36956254?query=python, Московский филиал АО ЦентрИнформ ,Москва,,,
831,Data Analyst (Sales),https://hh.ru/vacancy/36936246?query=python, Skyeng ,Москва,,140000,руб.
832,Бизнес-аналитик по чат-ботам,https://hh.ru/vacancy/36949819?query=python, Альфа-Банк ,"Москва, Технопарк",,,
833,Аналитик по оптимизации бизнес процессов,https://hh.ru/vacancy/36945281?query=python, Центральный банк Российской Федерации ,Москва,,,
834,Senior/Lead Python Developer,https://hh.ru/vacancy/34774630?query=python, Тинькофф ,Москва,,,
835,Python разработчик в SOC,https://hh.ru/vacancy/36764530?query=python,ОАО ИнфоТеКС ,"Москва, Динамо",,,
836,Разработчик автотестов / QA Automation,https://hh.ru/vacancy/31923995?query=python, BANZAI.GAMES ,Москва,,,
837,C++ разработчик (Image processing),https://hh.ru/vacancy/36936818?query=python, Align Technology ,"Москва, Тульская",,,
838,DevOps инженер,https://hh.ru/vacancy/36663199?query=python, КРОК ,"Москва, Римская и еще 1 ",,,
839,Продуктовый аналитик (МТС Коннект),https://hh.ru/vacancy/36951931?query=python,ПАО «МТС»  ,"Москва, Технопарк",,,
840,Руководитель направления по исследованию данных (портфельные модели кредитного риска),https://hh.ru/vacancy/36956243?query=python, Сбербанк для экспертов ,Москва,,,
841,Специалист по моделированию,https://hh.ru/vacancy/36425017?query=python, ivi ,"Москва, Дмитровская",,,
842,Тестировщик / Инженер по тестированию / QA на проект в AdTech,https://hh.ru/vacancy/36269260?query=python, Rambler Group ,"Москва, Тульская",,,
843,Младший количественный аналитик (стажер),https://hh.ru/vacancy/36709026?query=python,ООО АТОН ,"Москва, Новокузнецкая",,,
844,Системный программист/ Разработчик ПО,https://hh.ru/vacancy/35535527?query=python," НАМИ, ФГУП ",Москва,,,
845,Аналитик / Дрессировщик нейронных сетей,https://hh.ru/vacancy/36954737?query=python,ООО Profit Center ,Москва,500,1000,USD
846,Биоинформатик,https://hh.ru/vacancy/33575461?query=python, ФБУН ЦНИИ Эпидемиологии Роспотребнадзора ,"Москва, Перово",,,
847,Ведущий системный инженер (внедрение мониторинга),https://hh.ru/vacancy/35988365?query=python, Ростелеком - Центры обработки данных ,Москва,,,
848,Разработчик Qlik [id 50081],https://hh.ru/vacancy/36956621?query=python, Газпром нефть ,Москва,,,
849,Senior DevOps engineer,https://hh.ru/vacancy/36955636?query=python, Лаборатория Касперского ,"Москва, Водный стадион",,,
850,Учитель информатики,https://hh.ru/vacancy/36951558?query=python, ГБОУ Школа № 1158 ,Москва,78000,,руб.
851,DevOps Engineer (SRE),https://hh.ru/vacancy/36958636?query=python, Лаборатория Касперского ,Москва,,,
852,Руководитель отдела тестирования ПО,https://hh.ru/vacancy/36953214?query=python, Ростелеком - Центры обработки данных ,Москва,,,
853,QA Director,https://hh.ru/vacancy/35436409?query=python, Открытая Мобильная Платформа ,Москва,,,
854,Разработчик персональных рекомендаций в Музыку,https://hh.ru/vacancy/32165405?query=python, Яндекс ,Москва,,,
855,Разработчик ML в Алису,https://hh.ru/vacancy/36922388?query=python, Яндекс ,"Москва, Парк культуры",,,
856,Специалист-аналитик отдела валидации риск-моделей,https://hh.ru/vacancy/32863135?query=python, Банк ВТБ (ПАО) ,"Москва, Выставочная",,,
